Mercado Central,Plaza del Pilar,16896,17589
Plaza O'Shanahan,Base Naval,16920,17604
Plazoleta de Farray,Plaza del Pilar,16985,17443
Teatro PÃ©rez GaldÃ³s,Mercado Central,17147,19912
Parque del Estadio Insular,Intermodal El RincÃ³n,17153,17982
Plazoleta de Farray,Plaza del Pilar,17235,17585
Base Naval,C.C. El Muelle,17460,17655
CanÃ³dromo,Plaza de EspaÃ±a (elect.),17560,18215
Parque Santa Catalina,Castillo de la Luz,17688,18130
Hoya de la Plata,Gabinete Literario,17744,19064
El Sebadal (elec.),Plaza Manuel Becerra (elect.),17869,18171
Base Naval,Churruca,18122,18611
C.C. El Muelle,C.C. El Muelle,18159,18221
C.C. El Muelle,Mercado Central,18240,18571
Gabinete Literario,Barranquillo Don Zoilo,18270,19192
Churruca,Las Canteras - Luis Morote,18346,19578
Plaza Manuel Becerra,Plazoleta de Farray,18370,19052
Plazoleta de Farray,Plaza de AmÃ©rica,18399,18917
Plaza O'Shanahan,Torre Woermann,18419,19366
Churruca,Mercado Central,18435,18879
Plazoleta de Farray,Torre Woermann,18535,19047
San Telmo,Plaza O'Shanahan,18642,19153
Torre Las Palmas,Teatro PÃ©rez GaldÃ³s,18839,20524
San Telmo,Teatro PÃ©rez GaldÃ³s,18862,19083
Plaza O'Shanahan,Plaza del Pilar,18867,20381
Plaza del Pilar,Parque Santa Catalina,18926,19439
Teatro PÃ©rez GaldÃ³s,Castillo de la Luz,19107,20549
Gabinete Literario,Oficina SÃ­tycleta (elect.),19124,20379
LeÃ³n y Castillo,San Telmo,19449,19853
Oficina de la Sitycleta,Plaza de EspaÃ±a,19553,20320
Castillo de Mata (elect.),Plaza de EspaÃ±a (elect.),19597,21291
Plaza de la feria ,Paseo de Chil - Av. Escaleritas,19619,20471
C.C. El Muelle,Plazoleta de Farray,19663,19906
Gabinete Literario,Plaza del Pilar,19719,21079
Las Canteras - Luis Morote,Churruca,19776,20072
Vermisst,Mercado Central,19812,20243
Base Naval,Plaza de EspaÃ±a,19877,20120
IES Mesa y LÃ³pez,Intermodal El RincÃ³n,19907,20509
Churruca,Base Naval,19924,20449
Plaza de EspaÃ±a (elect.),Oficina SÃ­tycleta (elect.),19946,20540
Plaza del Pilar,Las Canteras - Luis Morote,19965,20476
Plaza del Pilar,Las Canteras - Luis Morote,19997,20796
Torre Las Palmas,Plaza del Pilar,20102,20877
Mercado Central,Plaza O'Shanahan,20188,20865
Mercado Central,Plaza O'Shanahan,20221,20861
Mercado Central,Plaza O'Shanahan,20293,21033
Gabinete Literario,Plaza de EspaÃ±a,20432,34932
Base Naval,Ciudad de la Justicia,20482,21762
Hoya de la Plata,Plaza de la feria ,20513,22171
Plaza del Pilar,Plaza Manuel Becerra,20556,21727
Barranquillo Don Zoilo,Gabinete Literario,20639,21461
Torre Las Palmas,Plaza O'Shanahan,20671,21025
Mercado Central,Torre Las Palmas,20691,21072
Barranquillo Don Zoilo,Gabinete Literario,20841,21458
Plaza de la feria ,Plaza de la feria ,20854,21292
Paseo de Chil - Av. Escaleritas,Obelisco,20876,21744
Mercado Central,Base Naval,20956,22003
Plaza del Pilar,Las Canteras - Luis Morote,21005,21648
Plazoleta de Farray,Intermodal El RincÃ³n,21025,21586
Plaza O'Shanahan,San Telmo,21105,21522
Las Canteras - Luis Morote,Churruca,21127,21495
Parque Santa Catalina,C.C. El Muelle,21138,24980
San Telmo,San Telmo,21312,22349
Plaza de EspaÃ±a (elect.),Plaza de EspaÃ±a (elect.),21350,23538
Gabinete Literario,Plaza O'Shanahan,21417,22563
Teatro PÃ©rez GaldÃ³s,LeÃ³n y Castillo,21420,22089
Torre Las Palmas,LeÃ³n y Castillo,21442,21929
Teatro PÃ©rez GaldÃ³s,Oficina de la Sitycleta,21476,22426
LeÃ³n y Castillo,San Telmo,21517,21885
Intermodal El RincÃ³n,Parque del Estadio Insular,21617,22371
Parque del Estadio Insular,Plaza O'Shanahan,21753,22071
Parque Santa Catalina,Ayuntamiento,21821,22308
Barranquillo Don Zoilo,C.C. El Muelle,21945,22836
Parque del Estadio Insular,Las Canteras - Luis Morote,22035,23178
LeÃ³n y Castillo,Las Canteras - Luis Morote,22100,23145
Plaza de la feria ,Torre Woermann,22297,23676
Plaza del Pilar,Las Canteras - Luis Morote,22533,23245
Plaza del Pilar,Las Canteras - Luis Morote,22544,23239
Las Canteras - Luis Morote,Churruca,22671,23120
Plaza de la feria ,Plaza O'Shanahan,22701,23014
C.C. El Muelle,Plazoleta de Farray,22728,23027
Ciudad de la Justicia,LeÃ³n y Castillo,22827,23964
Churruca,Churruca,22835,23225
Plaza de EspaÃ±a (elect.),CanÃ³dromo,22841,23481
Base Naval,Base Naval,22877,23943
Base Naval,Plaza de la feria ,22937,23939
Churruca,Plaza de EspaÃ±a,22969,23277
Castillo de la Luz,C.C. El Muelle,22977,23421
Base Naval,Plaza del Pilar,23006,23520
Mercado Central,Las Canteras - Luis Morote,23086,23596
CanÃ³dromo,C.C. La Minilla,23496,23983
Plaza O'Shanahan,Las Canteras - Luis Morote,23506,24468
San CristÃ³bal,Las Canteras - Luis Morote,23676,25423
Plaza de EspaÃ±a,LeÃ³n y Castillo,23743,24864
Plaza de EspaÃ±a (elect.),Castillo de Mata (elect.),23790,24668
Plaza del Pilar,Plazoleta de Farray,23830,24144
Churruca,Plaza de EspaÃ±a,23989,24387
Mercado Central,Mercado Central,24011,24451
LeÃ³n y Castillo,Base Naval,24041,24806
C.C. El Muelle,Plaza O'Shanahan,24079,24822
Base Naval,Obelisco,24230,25084
Plaza de EspaÃ±a (elect.),Plazoleta de Farray,24289,25193
Plaza de EspaÃ±a,Piscina Julio Navarro,24320,24899
CanÃ³dromo,San Telmo,24353,29808
Plaza de EspaÃ±a (elect.),Castillo de Mata (elect.),24413,25136
Plaza de EspaÃ±a (elect.),Plazoleta de Farray,24424,25533
Paseo de Chil - Av. Escaleritas,Plaza de EspaÃ±a,24445,24927
Parque Santa Catalina,Churruca,24452,25096
Base Naval,Teatro PÃ©rez GaldÃ³s,24458,25605
Paseo de Chil - Av. Escaleritas,Plaza de EspaÃ±a,24483,24930
Plaza de AmÃ©rica,Plazoleta de Farray,24637,25549
C.C. El Muelle,Plaza de EspaÃ±a,24677,25703
C.C. La Ballena (elect.),Castillo de Mata (elect.),24687,25144
Cabildo de Gran Canaria,San Telmo,24842,25135
Plaza de EspaÃ±a,Churruca,24865,25264
Parque del Estadio Insular,Plaza del Pilar,24877,26121
Parque del Estadio Insular,Plaza del Pilar,24881,26103
Base Naval,San Telmo,24933,25839
CanÃ³dromo,Plaza de EspaÃ±a,25099,26387
Cabildo de Gran Canaria,San Telmo,25146,25367
Cabildo de Gran Canaria,San Telmo,25149,25361
Parque Santa Catalina,Plaza Manuel Becerra,25168,25771
Las Canteras - Luis Morote,Plaza de la feria ,25184,26427
Parque Santa Catalina,Plaza Manuel Becerra,25186,25781
Plaza de EspaÃ±a,IES Mesa y LÃ³pez,25210,31011
Plazoleta de Farray,Plaza del Pilar,25265,25670
Castillo de la Luz,C.C. El Muelle,25274,25591
Base Naval,Torre Woermann,25291,26376
Torre Las Palmas,Plaza O'Shanahan,25347,25754
LeÃ³n y Castillo,Base Naval,25392,26144
Intermodal El RincÃ³n,Torre Las Palmas,25411,26501
Plaza de EspaÃ±a,IES Mesa y LÃ³pez,25413,42337
Base Naval,Torre Woermann,25420,26378
Oficina SÃ­tycleta (elect.),Torre Woermann,25586,30092
Torre Woermann,Plazoleta de Farray,25659,26222
Castillo de la Luz,Plaza de la feria ,25786,27131
Obelisco,Base Naval,25881,27060
Oficina SÃ­tycleta (elect.),Plaza de EspaÃ±a (elect.),25906,26496
Plaza de EspaÃ±a,Plaza de EspaÃ±a,25927,41175
Barranquillo Don Zoilo,Plaza O'Shanahan,25942,26354
Plaza O'Shanahan,Torre Woermann,25988,26839
San Telmo,Plaza de la feria ,26042,26321
Plaza del Pilar,Plazoleta de Farray,26156,26582
Plaza del Pilar,Plazoleta de Farray,26158,26566
Plaza del Pilar,Plaza O'Shanahan,26200,28364
Gabinete Literario,Gabinete Literario,26225,35201
Paseo de Chil - Av. Escaleritas,LeÃ³n y Castillo,26416,26989
Plaza de AmÃ©rica,Plaza de EspaÃ±a,26443,27087
Torre Woermann,Plaza O'Shanahan,26447,27342
Plaza de EspaÃ±a,Las Canteras - Luis Morote,26483,26861
Oficina de la Sitycleta,Base Naval,26572,27063
Plaza de AmÃ©rica,Torre Woermann,26617,27436
Plaza O'Shanahan,Parque Santa Catalina,26651,27495
Plaza O'Shanahan,Parque Santa Catalina,26662,27505
Torre Woermann,Intermodal El RincÃ³n,26780,27877
Gabinete Literario,Gabinete Literario,26793,35194
Las Canteras - Luis Morote,Las Canteras - Luis Morote,26833,27848
Las Canteras - Luis Morote,Barranquillo Don Zoilo,26848,27858
Parque Santa Catalina,San Telmo,26908,28187
San Telmo,Base Naval,27039,28878
Torre Woermann,C.C. El Muelle,27071,27317
Churruca,Ayuntamiento,27114,28564
Gabinete Literario,LeÃ³n y Castillo,27228,27820
Vega de San JosÃ©,Hoya de la Plata,27347,27809
Plaza de la feria ,LeÃ³n y Castillo,27383,27582
Las Canteras - Luis Morote,Churruca,27505,28251
C.C. El Muelle,San Telmo,27575,31197
C.C. El Muelle,San Telmo,27579,31213
Castillo de Mata (elect.),CanÃ³dromo,27695,28857
Cabildo de Gran Canaria,Cabildo de Gran Canaria,27812,30220
Churruca,Oficina de la Sitycleta,27850,29112
Churruca,Teatro PÃ©rez GaldÃ³s,27860,29501
Churruca,Oficina de la Sitycleta,27882,29119
C.C. La Minilla,Castillo de la Luz,28000,29261
Churruca,Mercado Central,28097,28745
Churruca,Mercado Central,28110,28752
Churruca,Mercado Central,28114,28745
C.C. El Muelle,San Telmo,28117,31222
C.C. El Muelle,Plaza Manuel Becerra,28151,28821
Castillo de la Luz,Parque Santa Catalina,28731,29141
Castillo de la Luz,Parque Santa Catalina,28798,29127
Las Canteras - Luis Morote,Parque del Estadio Insular,28810,29803
Torre Las Palmas,Torre Las Palmas,29049,29816
Torre Woermann,Torre Las Palmas,29192,29852
Base Naval,Base Naval,29273,31010
Las Canteras - Luis Morote,Plaza Manuel Becerra,29370,30026
Ayuntamiento,San Telmo,29609,30057
Torre Woermann,Plaza O'Shanahan,29632,30536
Castillo de Mata (elect.),Castillo de Mata (elect.),29747,29932
Castillo de Mata (elect.),Plaza de EspaÃ±a (elect.),29975,30985
Oficina de la Sitycleta,Parque Santa Catalina,30150,31210
Oficina de la Sitycleta,Parque Santa Catalina,30154,31211
Plazoleta de Farray,Torre Las Palmas,30162,30703
Plaza O'Shanahan,C.C. El Muelle,30383,31096
Parque Santa Catalina,San Telmo,30431,31972
Plaza de EspaÃ±a (elect.),Plaza Manuel Becerra (elect.),30434,31224
Piscina Julio Navarro,Parque del Estadio Insular,30514,30724
Parque Santa Catalina,Base Naval,30588,37895
Churruca,Muelle Deportivo,30634,31490
Base Naval,Torre Woermann,30656,31083
Castillo de Mata (elect.),Plaza de EspaÃ±a (elect.),30794,31633
Castillo de Mata (elect.),Plaza de EspaÃ±a (elect.),30827,31624
C.C. La Minilla,C.C. La Minilla,30933,31373
Plaza San AgustÃ­n,San Telmo,30952,32177
Plaza San AgustÃ­n,San Telmo,30959,32172
Churruca,San Telmo,31111,32849
Base Naval,Torre Woermann,31189,31556
Aparcamiento SanapÃº,C.C. El Muelle,31326,32969
Torre Woermann,Torre Woermann,31406,32653
C.C. El Muelle,Plaza Manuel Becerra,31407,32014
Teatro PÃ©rez GaldÃ³s,Cabildo de Gran Canaria,31612,32100
Teatro PÃ©rez GaldÃ³s,Cabildo de Gran Canaria,31622,32087
Torre Las Palmas,Gabinete Literario,31727,33241
Base Naval,Churruca,31781,33640
Plaza O'Shanahan,Oficina de la Sitycleta,31865,32614
Ayuntamiento,Plaza O'Shanahan,31873,32141
Ayuntamiento,Plaza O'Shanahan,31884,32142
Plaza de EspaÃ±a (elect.),Castillo de Mata (elect.),31923,32900
LeÃ³n y Castillo,Parque Santa Catalina,32051,32932
Plaza de la feria ,Teatro PÃ©rez GaldÃ³s,32077,32416
Base Naval,Torre Las Palmas,32158,32352
Plaza de EspaÃ±a (elect.),Castillo de Mata (elect.),32190,32897
Plazoleta de Farray,Plaza de EspaÃ±a,32317,32528
San Bernardo,Barranquillo Don Zoilo,32457,33207
San Bernardo,Barranquillo Don Zoilo,32480,33213
Gabinete Literario,San CristÃ³bal,32570,33182
Mercado Central,San Bernardo,32646,33503
Base Naval,LeÃ³n y Castillo,32695,33484
Oficina de la Sitycleta,Obelisco,32750,33251
LeÃ³n y Castillo,San Telmo,32810,33138
LeÃ³n y Castillo,San Telmo,32812,33241
Castillo de Mata (elect.),CanÃ³dromo,32833,35171
Parque Santa Catalina,LeÃ³n y Castillo,32854,33731
Base Naval,Plaza de AmÃ©rica,32884,33368
Churruca,Plaza del Pilar,32939,33469
Barranquillo Don Zoilo,Barranquillo Don Zoilo,33261,33445
Plazoleta de Farray,Plaza del Pilar,33389,33725
Gabinete Literario,Hoya de la Plata,33490,34997
C.C. El Muelle,Barranquillo Don Zoilo,33494,34666
San Bernardo,Vega de San JosÃ©,33539,35228
Parque Santa Catalina,Churruca,33552,34220
Parque Santa Catalina,Plaza O'Shanahan,33571,34243
Plaza O'Shanahan,Plaza O'Shanahan,33690,34018
Plaza O'Shanahan,Ayuntamiento,33697,34022
Obelisco,San Telmo,33703,34093
Piscina Julio Navarro,Base Naval,33769,34319
San Telmo,LeÃ³n y Castillo,33799,34236
Teatro PÃ©rez GaldÃ³s,Plaza de la feria ,33801,34223
San Telmo,LeÃ³n y Castillo,33819,34237
Plaza de la feria ,San Telmo,33876,34175
Parque Santa Catalina,Aparcamiento SanapÃº,34096,35773
Plaza de EspaÃ±a,C.C. El Muelle,34122,34596
Ciudad de la Justicia,Cabildo de Gran Canaria,34310,35003
Torre Woermann,Torre Las Palmas,34542,35055
Plaza del Pilar,Teatro PÃ©rez GaldÃ³s,34814,36412
Plaza del Pilar,Plazoleta de Farray,34870,35223
Plaza de EspaÃ±a,Base Naval,34965,35161
Gabinete Literario,Cabildo de Gran Canaria,35069,35354
Torre Woermann,C.C. El Muelle,35260,35591
Vega de San JosÃ©,Mercado Central,35269,36686
Plazoleta de Farray,Plaza del Pilar,35387,35815
Plazoleta de Farray,Plaza del Pilar,35392,35807
Las Canteras - Luis Morote,Barranquillo Don Zoilo,35598,36940
Plaza de EspaÃ±a,Castillo de la Luz,35776,36329
Plazoleta de Farray,Parque Santa Catalina,35959,36095
Muelle Deportivo,Base Naval,35970,36540
Plaza de EspaÃ±a (elect.),CanÃ³dromo,36077,47041
C.C. El Muelle,Torre Las Palmas,36155,36667
Obelisco,Gabinete Literario,36195,36721
Mercado Central,Plazoleta de Farray,36377,36694
Intermodal El RincÃ³n,Torre Woermann,36383,37459
Base Naval,LeÃ³n y Castillo,36448,37088
Barranquillo Don Zoilo,Parque Santa Catalina,37570,38509
Churruca,Base Naval,37701,39600
Aparcamiento SanapÃº,Plazoleta de Farray,37704,38145
Plaza O'Shanahan,Parque Santa Catalina,37741,38761
Plazoleta de Farray,Hoya de la Plata,38019,42114
Parque Santa Catalina,Plaza del Pilar,38150,39527
C.C. El Muelle,Plaza de EspaÃ±a,38267,38767
San Telmo,Ayuntamiento,38280,38943
Cabildo de Gran Canaria,Churruca,38379,40988
Cabildo de Gran Canaria,Churruca,38383,41006
Plazoleta de Farray,Churruca,38418,38630
Plaza de EspaÃ±a,Intermodal El RincÃ³n,38611,39494
Parque Santa Catalina,San Telmo,38637,39750
Plaza de AmÃ©rica,Plaza de EspaÃ±a,38729,39282
Churruca,C.C. El Muelle,38736,39186
Cabildo de Gran Canaria,Churruca,38941,41001
San Telmo,Las Canteras - Luis Morote,39001,40652
Paseo de Chil - Av. Escaleritas,Gabinete Literario,39132,39964
Churruca,Plaza de EspaÃ±a,39152,39481
San Telmo,LeÃ³n y Castillo,39367,39881
Base Naval,Muelle Deportivo,39402,39841
Plaza del Pilar,Plazoleta de Farray,39521,39855
Torre Las Palmas,Plaza del Pilar,39565,40486
Base Naval,Base Naval,39886,41655
Plazoleta de Farray,Churruca,39994,40250
Torre Las Palmas,Plaza de EspaÃ±a,40000,40414
Muelle Deportivo,Autoridad portuaria,40065,41481
Muelle Deportivo,Autoridad portuaria,40066,41447
Plaza O'Shanahan,Plaza O'Shanahan,40267,43342
Plaza de la feria ,Churruca,40290,41407
Plaza del Pilar,Las Canteras - Luis Morote,40500,41070
Parque Santa Catalina,Churruca,40595,40923
Base Naval,San Telmo,40669,41576
Plaza de la feria ,Plaza de la feria ,40685,40764
Gabinete Literario,LeÃ³n y Castillo,40728,41303
Plaza de la feria ,San Telmo,40826,41217
C.C. El Muelle,C.C. El Muelle,41129,42803
Plaza de la feria ,Base Naval,41236,42457
Plaza de la feria ,Base Naval,41237,42435
Plaza de EspaÃ±a,Base Naval,41256,42852
Castillo de la Luz,Parque Santa Catalina,41318,41672
Churruca,Las Canteras - Luis Morote,41340,41825
Torre Las Palmas,Parque Santa Catalina,41349,41778
Castillo de la Luz,Castillo de la Luz,41497,46247
Plazoleta de Farray,Obelisco,41510,42416
Plazoleta de Farray,Plaza Manuel Becerra,41527,42105
Plaza de EspaÃ±a,C.C. El Muelle,41552,41988
Mercado Central,Plaza de AmÃ©rica,41597,42003
Base Naval,Teatro PÃ©rez GaldÃ³s,41801,43214
Plaza O'Shanahan,Base Naval,41865,42658
Autoridad portuaria,Torre Woermann,42313,43360
Autoridad portuaria,Torre Woermann,42344,43378
Plaza de EspaÃ±a,Plaza O'Shanahan,42378,42917
Base Naval,San Telmo,42493,43932
LeÃ³n y Castillo,Base Naval,42494,43144
Base Naval,San Telmo,42501,43906
Plaza de EspaÃ±a,Churruca,42658,42990
Mercado Central,Churruca,42675,43114
San Telmo,LeÃ³n y Castillo,42933,43329
San Telmo,Obelisco,42963,43324
Torre Woermann,Plaza de AmÃ©rica,43064,43653
Torre Las Palmas,San Telmo,43109,43819
C.C. El Muelle,Churruca,43118,43841
Las Canteras - Luis Morote,Plaza del Pilar,43159,43673
Paseo de Chil - Av. Escaleritas,Paseo de Chil - Av. Escaleritas,43185,43713
San Telmo,Obelisco,43227,43677
Plaza San AgustÃ­n,Plaza de EspaÃ±a,43237,46206
Plaza San AgustÃ­n,Plaza de EspaÃ±a,43281,46191
Plaza O'Shanahan,C.C. El Muelle,43573,44346
LeÃ³n y Castillo,Torre Las Palmas,43721,44370
Ciudad Deportiva,Plaza San AgustÃ­n,43782,44987
C.C. El Muelle,C.C. El Muelle,43864,46042
Plaza O'Shanahan,C.C. El Muelle,44050,44753
Churruca,Plazoleta de Farray,44181,44400
San Telmo,San Telmo,44304,46579
Paseo de Chil - Av. Escaleritas,Plaza O'Shanahan,44361,45178
Cabildo de Gran Canaria,Obelisco,44458,44668
Plaza O'Shanahan,Parque Santa Catalina,44664,45516
Cabildo de Gran Canaria,San Telmo,44799,44969
Cabildo de Gran Canaria,San Telmo,44800,48317
Teatro PÃ©rez GaldÃ³s,Ayuntamiento,44871,45676
Churruca,Piscina Julio Navarro,44915,46014
Churruca,Piscina Julio Navarro,44926,45990
Parque del Estadio Insular,Parque del Estadio Insular,44949,45494
San Telmo,C.C. El Muelle,45009,46448
Plaza de la feria ,San Telmo,45011,45286
Plaza del Pilar,Plaza del Pilar,45146,46927
Plaza de EspaÃ±a,Oficina de la Sitycleta,45167,46602
San Telmo,Teatro PÃ©rez GaldÃ³s,45325,46697
Base Naval,Cabildo de Gran Canaria,45352,46156
Parque del Estadio Insular,LeÃ³n y Castillo,45551,46850
Parque Santa Catalina,Plaza del Pilar,45634,46227
Intermodal El RincÃ³n,Intermodal El RincÃ³n,45911,46644
Plaza de la feria ,Plaza del Pilar,45955,47195
Torre Las Palmas,Oficina de la Sitycleta,46053,46334
Intermodal El RincÃ³n,Las Canteras - Luis Morote,46082,101922
Plazoleta de Farray,C.C. El Muelle,46110,47058
Gabinete Literario,Parque Santa Catalina,46219,50084
Las Canteras - Luis Morote,Churruca,46241,46536
Teatro PÃ©rez GaldÃ³s,San Telmo,46277,46488
Aparcamiento SanapÃº,Plazoleta de Farray,46303,46710
Plaza Manuel Becerra,Parque Santa Catalina,46418,46901
Parque Santa Catalina,Ayuntamiento,46685,47224
Castillo de la Luz,C.C. El Muelle,46722,47117
Plaza de EspaÃ±a,Ayuntamiento,46919,47634
Torre Woermann,Torre Las Palmas,47042,47680
Gabinete Literario,Plaza de EspaÃ±a,47074,48606
Gabinete Literario,Plaza de EspaÃ±a,47092,48608
CanÃ³dromo,El Sebadal (elec.),47179,48575
C.C. El Muelle,Plaza de EspaÃ±a,47227,47756
C.C. El Muelle,C.C. El Muelle,47262,48371
Plaza O'Shanahan,San Telmo,47368,47802
Base Naval,Ayuntamiento,47429,47844
Plaza del Pilar,Parque Santa Catalina,47449,47946
Cabildo de Gran Canaria,Plazoleta de Farray,47820,48099
Plaza de EspaÃ±a,C.C. El Muelle,47822,48185
Plazoleta de Farray,Teatro PÃ©rez GaldÃ³s,47869,49538
Gabinete Literario,Ayuntamiento,47885,48684
Plazoleta de Farray,Teatro PÃ©rez GaldÃ³s,47887,49527
LeÃ³n y Castillo,Parque del Estadio Insular,47895,48662
Plaza Manuel Becerra,Plaza Manuel Becerra,47918,48031
Las Canteras - Luis Morote,San Telmo,47993,50821
Base Naval,LeÃ³n y Castillo,48096,48654
Plaza Manuel Becerra,Base Naval,48103,48764
Plaza Manuel Becerra,Base Naval,48141,48779
Oficina SÃ­tycleta (elect.),Oficina SÃ­tycleta (elect.),48179,48512
Parque del Estadio Insular,Plaza de EspaÃ±a,48245,48645
LeÃ³n y Castillo,San Telmo,48281,48659
Churruca,Churruca,48381,48670
San Telmo,San Telmo,48387,58398
Teatro PÃ©rez GaldÃ³s,Obelisco,48480,49158
Intermodal El RincÃ³n,Plaza del Pilar,48481,49529
Teatro PÃ©rez GaldÃ³s,Obelisco,48498,49161
Parque Santa Catalina,San Telmo,48504,50817
Oficina SÃ­tycleta (elect.),Plaza Manuel Becerra (elect.),48534,49919
Oficina SÃ­tycleta (elect.),Plaza Manuel Becerra (elect.),48544,51436
Base Naval,Torre Woermann,48626,49015
Parque Santa Catalina,San Telmo,48790,50130
Plazoleta de Farray,Plaza del Pilar,48981,49275
Torre Woermann,Muelle Deportivo,49061,50333
Torre Woermann,Muelle Deportivo,49072,50500
Barranquillo Don Zoilo,Plazoleta de Farray,49186,49867
San Telmo,San Telmo,49225,55819
Plaza Manuel Becerra,Plazoleta de Farray,49276,49864
IES Mesa y LÃ³pez,San Bernardo,49303,50513
Torre Las Palmas,Parque Santa Catalina,49351,49748
CanÃ³dromo,Castillo de Mata (elect.),49383,49804
Base Naval,Plaza de EspaÃ±a,49435,50076
Plaza de EspaÃ±a,Torre Las Palmas,49515,49878
Plazoleta de Farray,C.C. El Muelle,49614,50008
Castillo de la Luz,Torre Woermann,49644,49843
